,0,1,2,3
0,-7309.01171875,4864796.5,0.0,2.0
1,-7349.603515625,4864829.0,0.0,2.0
2,-7614.83447265625,4864993.5,1.0,0.0
3,-7342.64892578125,4864828.0,0.0,2.0
4,-7347.7822265625,4864843.0,3.0,2.0
5,-7377.67578125,4864845.0,3.0,2.0
6,-7504.9296875,4864863.5,1.0,1.0
7,-7329.49462890625,4864826.0,1.0,2.0
8,-7528.58056640625,4864854.5,2.0,1.0
9,-7641.462890625,4864912.5,1.0,0.0
10,-7542.310546875,4864892.5,3.0,1.0
11,-7325.701171875,4864817.0,1.0,2.0
12,-7332.7900390625,4864837.5,1.0,2.0
13,-7522.8115234375,4864952.0,0.0,1.0
14,-7349.9072265625,4864751.0,0.0,2.0
15,-7414.7119140625,4864903.5,0.0,1.0
16,-7366.8701171875,4864847.0,0.0,2.0
17,-7346.01025390625,4864790.0,0.0,2.0
18,-7431.29248046875,4864894.5,0.0,1.0
19,-7637.82275390625,4864905.0,0.0,0.0
20,-7314.59228515625,4864804.0,4.0,2.0
21,-7356.9833984375,4864858.0,3.0,2.0
22,-7440.37109375,4864825.5,1.0,1.0
23,-7452.43310546875,4864835.5,2.0,1.0
24,-7608.0322265625,4864983.0,3.0,0.0
25,-7414.732421875,4864864.0,0.0,1.0
26,-7327.80908203125,4864781.5,0.0,2.0
27,-7631.17578125,4864976.5,0.0,0.0
28,-7335.8876953125,4864782.0,2.0,2.0
29,-7328.1640625,4864817.0,0.0,2.0
30,-7356.33154296875,4864836.0,0.0,2.0
31,-7667.4462890625,4864932.5,3.0,0.0
32,-7527.884765625,4864928.5,1.0,1.0
33,-7588.14453125,4864991.0,3.0,0.0
34,-7328.2568359375,4864766.5,3.0,2.0
35,-7638.09765625,4864955.5,1.0,0.0
36,-7337.43603515625,4864824.5,0.0,2.0
37,-7540.98828125,4864921.5,1.0,1.0
38,-7448.755859375,4864864.0,3.0,1.0
39,-7561.45947265625,4864923.5,2.0,1.0
40,-7342.1357421875,4864753.0,3.0,2.0
41,-7665.6923828125,4864932.5,2.0,0.0
42,-7608.19775390625,4864985.0,3.0,0.0
43,-7639.53466796875,4864994.5,2.0,0.0
44,-7354.1748046875,4864852.0,2.0,2.0
45,-7391.1044921875,4864782.0,3.0,2.0
46,-7628.634765625,4865001.0,0.0,0.0
47,-7398.638671875,4864852.0,1.0,2.0
48,-7318.13623046875,4864826.5,1.0,2.0
49,-7630.41455078125,4864992.0,3.0,0.0
50,-7333.55419921875,4864822.0,2.0,2.0
51,-7620.80078125,4864975.0,3.0,0.0
