,0,1,2,3
0,-7319.154296875,4864811.5,0.0,2.0
1,-7355.45751953125,4864835.0,0.0,2.0
2,-7629.3818359375,4864963.5,1.0,0.0
3,-7347.19970703125,4864837.0,0.0,2.0
4,-7366.85302734375,4864839.0,3.0,2.0
5,-7372.2626953125,4864848.0,3.0,2.0
6,-7502.2412109375,4864865.5,1.0,1.0
7,-7331.25537109375,4864825.5,1.0,2.0
8,-7516.05712890625,4864854.5,2.0,1.0
9,-7644.01904296875,4864914.0,1.0,0.0
10,-7544.48388671875,4864902.0,3.0,1.0
11,-7327.16455078125,4864818.5,1.0,2.0
12,-7343.7744140625,4864829.0,1.0,2.0
13,-7520.4140625,4864944.0,0.0,1.0
14,-7346.91748046875,4864746.0,0.0,2.0
15,-7432.1357421875,4864890.0,0.0,1.0
16,-7373.5869140625,4864849.0,0.0,2.0
17,-7382.841796875,4864809.5,0.0,2.0
18,-7432.26416015625,4864895.5,0.0,1.0
19,-7643.40380859375,4864905.0,0.0,0.0
20,-7326.89111328125,4864811.5,4.0,2.0
21,-7376.61279296875,4864856.0,3.0,2.0
22,-7456.48974609375,4864821.0,1.0,1.0
23,-7457.88623046875,4864835.5,2.0,1.0
24,-7597.11474609375,4864976.0,3.0,0.0
25,-7420.84228515625,4864860.0,0.0,1.0
26,-7327.51611328125,4864790.0,0.0,2.0
27,-7613.6337890625,4864974.0,0.0,0.0
28,-7354.771484375,4864790.5,2.0,2.0
29,-7326.1865234375,4864822.5,0.0,2.0
30,-7360.650390625,4864840.0,0.0,2.0
31,-7691.33837890625,4864930.5,2.0,0.0
32,-7534.74658203125,4864930.5,2.0,1.0
33,-7580.2587890625,4864980.0,3.0,0.0
34,-7343.650390625,4864750.5,3.0,2.0
35,-7646.884765625,4864945.0,1.0,0.0
36,-7333.43408203125,4864829.0,0.0,2.0
37,-7538.69140625,4864923.5,1.0,1.0
38,-7454.35107421875,4864862.5,0.0,2.0
39,-7547.7197265625,4864934.0,3.0,1.0
40,-7349.123046875,4864746.0,3.0,2.0
41,-7691.33837890625,4864937.5,2.0,0.0
42,-7596.55859375,4864977.0,3.0,0.0
43,-7615.00390625,4864976.5,2.0,0.0
44,-7376.828125,4864847.0,2.0,2.0
45,-7401.9365234375,4864800.0,3.0,2.0
46,-7629.07080078125,4864997.0,0.0,0.0
47,-7379.30615234375,4864862.0,1.0,2.0
48,-7322.78857421875,4864827.5,1.0,2.0
49,-7629.5400390625,4864984.5,3.0,0.0
50,-7319.5732421875,4864821.0,2.0,2.0
51,-7612.32568359375,4864974.0,3.0,0.0
52,-7369.8740234375,4864845.0,3.0,2.0
53,-7533.7490234375,4864943.0,1.0,1.0
54,-7396.24560546875,4864803.5,0.0,2.0
55,-7640.23828125,4864943.0,3.0,0.0
56,-7352.52490234375,4864746.0,3.0,2.0
57,-7480.4541015625,4864823.5,1.0,1.0
58,-7406.60009765625,4864815.5,1.0,2.0
59,-7624.37890625,4864994.5,2.0,0.0
60,-7640.52001953125,4864915.5,2.0,0.0
61,-7351.345703125,4864840.0,0.0,2.0
62,-7635.2431640625,4865008.0,1.0,0.0
63,-7313.10009765625,4864821.0,0.0,2.0
64,-7523.02197265625,4864945.5,3.0,1.0
65,-7336.20947265625,4864790.0,1.0,2.0
66,-7643.40087890625,4864906.5,3.0,0.0
67,-7381.90625,4864854.0,0.0,2.0
68,-7339.2978515625,4864819.0,4.0,2.0
69,-7381.67529296875,4864790.5,3.0,2.0
70,-7316.94091796875,4864808.0,2.0,2.0
71,-7404.099609375,4864810.5,3.0,2.0
72,-7393.24560546875,4864792.0,3.0,2.0
73,-7509.8662109375,4864938.5,1.0,1.0
74,-7363.7216796875,4864846.5,3.0,2.0
75,-7325.20947265625,4864825.0,2.0,2.0
76,-7321.9150390625,4864813.5,0.0,2.0
77,-7609.48681640625,4864972.0,3.0,0.0
78,-7335.8837890625,4864746.0,1.0,2.0
79,-7691.33837890625,4864936.0,1.0,0.0
80,-7333.93408203125,4864820.5,4.0,2.0
81,-7463.8173828125,4864821.5,3.0,1.0
82,-7319.72802734375,4864802.5,3.0,2.0
83,-7471.2958984375,4864862.0,0.0,1.0
84,-7427.24560546875,4864865.0,0.0,1.0
85,-7372.61572265625,4864845.5,4.0,2.0
86,-7371.67529296875,4864844.0,4.0,2.0
87,-7586.8583984375,4864974.5,1.0,0.0
88,-7428.88916015625,4864896.0,0.0,1.0
89,-7327.55126953125,4864817.5,3.0,2.0
90,-7645.8896484375,4864914.5,1.0,0.0
91,-7367.001953125,4864847.5,1.0,2.0
92,-7546.49951171875,4864894.5,2.0,1.0
93,-7405.82470703125,4864794.0,3.0,2.0
94,-7355.884765625,4864845.0,0.0,2.0
95,-7329.625,4864822.5,2.0,2.0
96,-7536.52734375,4864901.5,1.0,1.0
97,-7568.5771484375,4864880.5,1.0,1.0
98,-7429.84912109375,4864898.5,2.0,1.0
99,-7390.9580078125,4864839.5,2.0,2.0
100,-7625.5966796875,4864983.5,1.0,0.0
101,-7618.86865234375,4864967.5,3.0,0.0
102,-7368.48486328125,4864846.0,2.0,2.0
103,-7350.10107421875,4864746.0,1.0,2.0
104,-7349.72265625,4864746.0,3.0,2.0
105,-7638.36962890625,4864917.5,2.0,0.0
106,-7409.62841796875,4864818.5,1.0,2.0
107,-7332.05029296875,4864753.0,0.0,2.0
108,-7626.9775390625,4864955.0,2.0,0.0
109,-7323.34716796875,4864820.5,1.0,2.0
110,-7310.333984375,4864810.0,2.0,2.0
111,-7454.5546875,4864872.5,0.0,1.0
112,-7460.0546875,4864832.5,0.0,1.0
113,-7457.06689453125,4864819.0,1.0,1.0
114,-7534.91259765625,4864892.0,3.0,1.0
115,-7324.6982421875,4864820.0,0.0,2.0
116,-7645.8916015625,4864919.5,2.0,0.0
117,-7340.025390625,4864834.0,1.0,2.0
118,-7457.06689453125,4864829.0,0.0,1.0
119,-7516.9423828125,4864944.0,3.0,1.0
120,-7640.03857421875,4864906.0,2.0,0.0
121,-7368.4677734375,4864849.5,3.0,2.0
122,-7479.09814453125,4864889.5,1.0,1.0
123,-7429.7939453125,4864900.5,2.0,1.0
124,-7390.92529296875,4864848.0,2.0,2.0
125,-7559.783203125,4864889.5,1.0,1.0
126,-7374.7841796875,4864853.0,0.0,2.0
127,-7637.54052734375,4864907.0,3.0,0.0
128,-7509.2783203125,4864888.5,3.0,1.0
129,-7691.33837890625,4864930.0,1.0,0.0
130,-7528.94921875,4864919.5,1.0,1.0
131,-7304.5751953125,4864811.0,1.0,2.0
132,-7616.8759765625,4864977.0,1.0,0.0
133,-7400.5078125,4864796.0,3.0,2.0
134,-7331.078125,4864825.0,1.0,2.0
135,-7376.5068359375,4864770.5,3.0,2.0
136,-7372.3515625,4864842.0,3.0,2.0
137,-7643.80419921875,4864926.0,3.0,0.0
138,-7506.53662109375,4864851.0,2.0,1.0
139,-7355.9072265625,4864836.5,1.0,2.0
140,-7330.13525390625,4864808.0,0.0,2.0
141,-7313.93994140625,4864794.0,4.0,2.0
142,-7691.33837890625,4864934.5,3.0,0.0
143,-7426.927734375,4864897.0,0.0,1.0
144,-7639.83740234375,4864906.0,3.0,0.0
145,-7431.17138671875,4864890.5,0.0,1.0
146,-7454.35107421875,4864862.5,0.0,2.0
147,-7315.11279296875,4864817.5,3.0,2.0
148,-7348.4423828125,4864833.5,0.0,2.0
149,-7414.693359375,4864890.0,0.0,1.0
150,-7372.61572265625,4864845.5,4.0,2.0
151,-7691.33837890625,4864931.0,2.0,0.0
152,-7392.25830078125,4864797.5,3.0,2.0
153,-7550.56884765625,4864895.5,3.0,1.0
154,-7327.18798828125,4864819.5,4.0,2.0
155,-7691.33837890625,4864931.5,0.0,0.0
156,-7338.14697265625,4864829.5,1.0,2.0
157,-7537.6611328125,4864923.0,2.0,1.0
158,-7691.33837890625,4864932.0,1.0,0.0
159,-7641.82958984375,4864995.0,0.0,0.0
160,-7331.3349609375,4864822.0,4.0,2.0
161,-7684.18115234375,4864935.0,1.0,0.0
162,-7317.1484375,4864816.5,3.0,2.0
163,-7357.61669921875,4864833.5,0.0,2.0
164,-7346.11767578125,4864834.5,0.0,2.0
165,-7382.77880859375,4864820.0,3.0,2.0
166,-7332.00244140625,4864750.0,0.0,2.0
167,-7357.70458984375,4864836.0,2.0,2.0
168,-7391.12646484375,4864838.5,0.0,2.0
169,-7631.73583984375,4864958.0,1.0,0.0
170,-7334.40673828125,4864821.5,2.0,2.0
171,-7594.43798828125,4864978.0,1.0,0.0
172,-7406.7431640625,4864796.0,3.0,2.0
173,-7691.33837890625,4864936.5,2.0,0.0
174,-7407.115234375,4864809.5,1.0,2.0
175,-7691.33837890625,4864936.0,3.0,0.0
176,-7356.830078125,4864746.0,3.0,2.0
177,-7336.556640625,4864805.0,1.0,2.0
178,-7366.35888671875,4864838.5,2.0,2.0
179,-7320.09912109375,4864810.5,0.0,2.0
180,-7408.55419921875,4864813.5,0.0,2.0
181,-7691.33837890625,4864932.0,2.0,0.0
182,-7637.0625,4864901.0,3.0,0.0
183,-7354.73193359375,4864746.0,3.0,2.0
184,-7392.45947265625,4864842.0,3.0,2.0
185,-7602.3291015625,4864978.0,0.0,0.0
186,-7658.3466796875,4864935.5,3.0,0.0
187,-7525.0224609375,4864937.0,2.0,1.0
188,-7657.13671875,4865015.5,0.0,0.0
189,-7658.70654296875,4864928.5,3.0,0.0
190,-7361.35302734375,4864843.0,0.0,2.0
191,-7368.4306640625,4864845.0,0.0,2.0
192,-7367.81201171875,4864838.5,3.0,2.0
193,-7642.71728515625,4864947.5,0.0,0.0
194,-7320.068359375,4864825.5,0.0,2.0
195,-7464.56787109375,4864833.5,0.0,1.0
196,-7342.70458984375,4864771.0,3.0,2.0
197,-7383.25830078125,4864846.0,1.0,2.0
198,-7448.3095703125,4864828.0,0.0,1.0
199,-7614.90283203125,4864974.5,3.0,0.0
200,-7362.0546875,4864763.5,2.0,2.0
